"lon","lat","freq"
-84.2807329,30.4382559,1
-91.1403196,30.4582829,10
-88.938636,30.459235,1
-97.7240495,30.4919176,1
-90.4611995,30.5043583,2
-91.143098,30.5229851,1
-97.5466702,30.5426995,1
-97.8968733,30.5453614,2
-96.2765779,30.5753886,2
-87.1610807,30.5993603,1
-96.3344068,30.627977,6
-87.0396881,30.6324149,5
-97.6779842,30.6332618,1
-91.1564961,30.6485191,2
-96.373747,30.6735749,2
-88.0398912,30.6953657,3
76.7794179,30.7333148,1
-83.2784851,30.8327022,2
-89.5342315,30.8401863,2
-91.9623327,30.9842977,4
31.3784704,31.0409483,2
-97.342782,31.0982344,1
29.9187387,31.2000924,1
-85.7129908,31.3101719,2
-92.1946014,31.3517886,2
-100.4872629,31.4202952,2
-84.155741,31.5785074,2
-94.6554874,31.6035129,1
-106.4850217,31.7618778,2
-82.5023554,31.8315786,5
-102.3458385,31.8435895,5
-102.3676431,31.8456816,4
-116.5963713,31.8667427,1
-102.348366,31.875925,3
-88.3214089,31.8770975,1
35.233154,31.952162,2
-99.9018131,31.9685988,69
-102.0779146,31.9973456,2
-89.5222911,32.033488,1
-92.1354309,32.041565,1
-82.9000751,32.1656221,22
71.4670406,32.2107453,1
-110.926479,32.2217429,11
-110.9486611,32.2364837,2
-109.3567638,32.2807454,1
-107.7599753,32.3059045,1
-64.7505,32.3078,1
-86.902298,32.3182314,3
-110.9950966,32.3234078,1
-84.5200332,32.3236754,1
-95.3010624,32.3512601,1
-89.3985283,32.3546679,9
-86.2999689,32.3668052,3
-88.698362,32.368129,1
-104.195846,32.400126,1
-85.7077266,32.430237,1
-97.1025077,32.4334742,8
-84.9877094,32.4609764,2
-86.4596966,32.4640245,1
-80.3053089,32.512636,2
-117.0382471,32.5149469,4
-92.7140402,32.5276503,2
-96.8153,32.5332101,5
-92.6896893,32.5354987,2
-95.8632996,32.5565244,1
-117.0096078,32.566074,3
-97.0543363,32.5875019,1
-115.4889518,32.6130149,1
-115.4522623,32.6245389,2
-117.0844872,32.6425901,1
-96.231046,32.6466359,1
-117.1830891,32.6858853,2
-96.7697198,32.6956462,2
-117.1610838,32.715738,39
-97.7428165,32.742923,1
-96.9977846,32.7459645,2
-117.2158625,32.7548759,1
-97.3307658,32.7554883,4
-91.8723497,32.7562463,5
-96.7969879,32.7766642,62
-80.0181728,32.7993864,3
-97.0403352,32.8998091,2
-96.6388833,32.912624,1
-96.8961151,32.9265137,2
-96.4597089,32.9312336,2
-97.0641619,32.9366141,1
-117.0445715,32.9401334,2
-97.1060202,32.940444,2
-97.1341783,32.9412363,1
-96.8393,32.95352,1
-97.385945,32.954307,1
-96.8219928,32.9600649,1
-85.046327,33.000298,2
-96.6988856,33.0198431,2
-85.0322444,33.0362218,2
-96.7362949,33.0413432,1
-96.7265696,33.0674912,1
-97.2961286,33.0848442,1
-97.297108,33.087567,1
-86.7535975,33.1028965,1
-94.1643537,33.1137419,1
-117.1661449,33.1433723,5
-117.220435,33.176119,2
-96.7763749,33.1806249,2
-97.1500792,33.2107158,1
-97.1330683,33.2148412,2
-86.8163773,33.2442813,1
-81.3587177,33.2448733,2
-117.3851496,33.2661642,2
-111.3942,33.299996,2
-111.8412502,33.3061605,3
-97.257522,33.3167667,5
-86.6302625,33.3401108,1
-111.789027,33.3528264,2
-104.5229281,33.3945681,2
-112.0027559,33.4026039,1
-111.962409,33.406366,3
-111.8314724,33.4151843,2
-111.9313334,33.4197221,1
-111.9400054,33.4255104,6
-112.0740373,33.4483771,28
-112.259321,33.4500425,1
-112.0731858,33.4508771,1
-117.6729129,33.4877883,1
-112.1221652,33.4926777,3
-117.1483648,33.4936391,3
-111.9260519,33.4941704,2
-112.2178565,33.4951996,1
-86.80249,33.5206608,4
-112.0235514,33.5236747,2
-86.7657063,33.534518,1
-81.8164357,33.5419014,2
-117.7831104,33.5422475,1
-84.2338093,33.5442781,1
-84.4132594,33.5726113,2
-83.1823789,33.5756831,1
-86.2860888,33.5862149,1
-83.860493,33.5967091,1
-83.8601827,33.5967815,2
-83.382558,33.6070446,1
-84.4754155,33.6152635,1
-117.9289469,33.6189101,2
-84.4277001,33.6407282,2
-117.9186689,33.6411316,1
-117.9992265,33.660297,1
-117.865297,33.6700655,1
-117.8521964,33.6769719,2
-78.8866943,33.6890603,1
-117.9558993,33.6947259,1
-117.185294,33.6971468,1
-117.7303735,33.7006861,5
-117.8311428,33.7174708,11
-117.9944542,33.7322509,2
-116.3181481,33.7369868,2
-84.3879824,33.7489954,78
-84.7477136,33.7514966,1
-84.4918471,33.7541215,2
-84.3640829,33.7589188,19
-84.3868175,33.7589915,1
-117.845466,33.759516,1
-89.8084192,33.7690049,2
-118.1937395,33.7700504,1
-117.9414477,33.7739053,3
-84.2963123,33.7748275,3
76.5761714,33.778175,1
-79.01173,33.7949658,3
-117.9189742,33.8120918,5
-84.5824329,33.8187167,1
-117.8376937,33.8246585,1
-118.281693,33.8316745,1
-117.9145036,33.8352932,2
-118.3406288,33.8358492,1
-81.1637245,33.836081,11
-84.5238215,33.8412933,2
-117.9242966,33.8703596,1
-118.1597911,33.8894598,5
35.5017767,33.8937913,1
-118.2200712,33.8958492,1
-84.0167423,33.9190653,2
-81.085943,33.9284046,5
-116.977248,33.9294606,1
-117.560941,33.934356,2
-118.2380432,33.9386361,1
-83.3760488,33.9452772,1
-83.357567,33.9519347,1
-84.5499327,33.952602,5
-117.3961564,33.9533487,3
-118.3531311,33.9616801,3
-118.4265872,33.9719826,1
-118.4517449,33.9802893,2
-81.2362107,33.9815369,1
-118.4694832,33.9850469,1
-118.3092854,33.9864067,1
-83.8979573,33.9887165,1
-81.0274276,33.996112,1
-85.8663574,33.9981546,1
-118.4911912,34.0194543,2
-118.1669736,34.0224417,5
-84.6154897,34.0234337,1
-118.7797571,34.0259216,2
-81.0336105,34.0292337,1
-118.2117257,34.0297895,1
-118.2338852,34.0355276,1
-118.430463,34.039508,2
-118.2537223,34.0413879,1
-80.9620582,34.0426948,1
-118.2353273,34.0445575,2
-118.258582,34.0480519,2
-118.2548493,34.0483215,1
-111.0937311,34.0489281,11
-118.2436849,34.0522342,158
-117.7903334,34.0525193,1
-118.2834554,34.060561,2
-118.3023579,34.0609876,1
-79.7618035,34.0649253,2
-84.6768796,34.0659329,1
-118.3552194,34.0700469,1
-117.3958797,34.07029,1
-118.4003563,34.0736204,3
-118.3437757,34.0745721,1
-84.2940899,34.0753762,2
-117.6897776,34.0775104,1
-118.413198,34.081403,1
-118.3617443,34.0900091,8
-118.3707465,34.0902192,1
-118.3286614,34.0928092,7
-118.3783347,34.0931603,2
-117.718071,34.0967758,1
-117.6483876,34.09751,2
-118.346436,34.09778,1
-118.337163,34.101885,1
-117.2897652,34.1083449,1
-118.2108671,34.1129866,1
-83.9811014,34.1140497,11
-117.2086513,34.1283442,1
-118.319463,34.130425,2
-118.2117257,34.1322469,6
-118.6614809,34.1367208,1
-118.0019482,34.1442616,1
-118.1445155,34.1477849,1
-118.451357,34.1489719,2
-118.5214282,34.1517492,1
-118.3089661,34.1808392,2
-119.1770516,34.1975048,1
-81.3750948,34.2026915,1
-84.1401926,34.2073196,2
-119.0376023,34.2163937,1
-118.856004,34.216442,1
-77.9447102,34.2257255,1
-83.8843455,34.227602,3
-102.4107493,34.2331373,7
-96.6786131,34.2362054,2
-117.2358006,34.2384241,2
-77.8291259,34.2421285,1
-85.1733479,34.2532247,2
-85.1646726,34.257038,8
-118.549041,34.266993,1
-119.2290316,34.274646,1
-86.3442107,34.3614336,8
-89.5192484,34.3664951,4
-85.0371683,34.4050895,1
-119.6981901,34.4208305,1
-119.2427513,34.4476247,2
-118.5713823,34.456151,1
-83.5007265,34.5187106,2
-105.8700901,34.5199402,7
-117.9836793,34.521104,1
-92.5735083,34.5718536,1
-118.1164613,34.5794343,2
-85.5905204,34.5795282,1
135.4523282,34.6830488,1
-82.8373654,34.6834382,2
-80.789132,34.692156,1
-92.345806,34.710705,2
-86.5861037,34.7303688,1
-92.2895948,34.7464809,2
-92.2670941,34.769536,2
-86.4808227,34.7698126,1
-100.5230594,34.7742689,1
-82.3940104,34.8526176,5
-82.2270568,34.9387279,2
-116.419389,34.9592083,13
-78.9453056,34.9704419,1
-85.3501772,34.9733918,1
-97.092877,35.0077519,6
-80.809173,35.0354105,1
-89.6645266,35.042036,1
-85.3096801,35.0456297,1
-80.8922957,35.0832014,2
-106.6055534,35.0853336,9
-80.7990185,35.1173473,1
-90.0489801,35.1495343,8
-111.651302,35.1982836,2
-91.8318334,35.20105,5
-97.4394777,35.2225668,13
-80.8407946,35.2264842,2
-80.8431267,35.2270869,16
-77.5816353,35.2626635,2
-80.765361,35.2775488,1
-85.4656206,35.285623,1
-119.0607423,35.2874451,5
-120.6624942,35.3050053,5
-119.0187125,35.3732921,1
-80.1177335,35.4034789,2
-80.579511,35.4087517,2
-97.5164276,35.4675602,13
-81.2545251,35.473745,1
-79.1802994,35.4798757,1
-97.2689212,35.4975625,2
-86.5804473,35.5174913,10
139.702352,35.663428,2
-80.4807022,35.6819979,1
-105.937799,35.6869752,1
139.6917064,35.6894875,11
139.773375,35.6964568,2
-81.3444573,35.7344538,2
-83.9704593,35.7564719,2
-79.0192997,35.7595731,27
-78.6381787,35.7795897,5
-78.7811169,35.79154,1
-86.39027,35.8456213,1
-86.4470038,35.859466,1
-106.3031138,35.8800364,1
-94.969956,35.91537,2
-77.7905339,35.9382103,1
-84.0077877,35.9429832,1
-83.9207392,35.9606384,1
126.7366293,35.9676772,1
-78.898619,35.9940329,7
-114.9531961,36.0028748,1
-115.0962998,36.023617,1
-114.9817213,36.0395247,1
-80.258378,36.043226,1
-86.6715948,36.0597177,2
-79.7919754,36.0726354,2
-84.1650833,36.0761699,1
-80.244216,36.0998596,4
-86.8167576,36.1020627,5
-115.1745559,36.1023715,1
-115.0837073,36.1053449,1
-97.0583681,36.1156071,5
-115.1740735,36.1211957,2
-81.25077,36.1219205,2
-115.1642657,36.1371724,5
-120.3601496,36.139678,1
-95.992775,36.1539816,3
-115.292002,36.160624,1
-115.1219028,36.1611747,4
-86.7816016,36.1626638,12
-115.1398296,36.1699412,42
-115.1448365,36.1732121,5
-86.8909288,36.1795891,2
138.252924,36.204824,5
-81.6745517,36.216795,1
-80.3592197,36.2806939,2
-93.9432773,36.2864612,2
-95.76733,36.3110278,1
-86.7133302,36.3231066,1
-119.2920585,36.3302284,1
-94.1166333,36.3378999,2
-94.2088172,36.3728538,1
-93.5874364,36.379123,1
-6.1461102,36.4165052,1
-80.0691649,36.4557894,1
-84.2122434,36.4578953,2
-87.3594528,36.5297706,1
-83.6568579,36.5823046,1
-121.7534634,36.5842902,1
-94.8769014,36.6089657,2
-121.822098,36.6149217,1
-98.7481167,36.7181862,1
-119.7725868,36.7468422,1
-119.4179324,36.778261,57
-76.2858726,36.8507689,7
-76.2935786,36.8520672,2
-75.977985,36.8529263,4
-6.0758624,36.9197889,1
-86.4808043,36.9685219,2
-77.0327949,36.99008,2
-94.503122,37.077469,1
-86.7045336,37.0841423,1
-94.513281,37.0842271,1
-76.4730122,37.0870821,2
-95.712891,37.09024,229
-81.4498717,37.2232316,2
-76.5096731,37.2387556,1
-96.9955918,37.2397486,1
-82.913193,37.2586749,1
-79.9555784,37.26843,2
-78.3919401,37.3020965,1
-79.610801,37.3074,2
-83.3393462,37.3112042,2
-79.9703018,37.3204427,1
-87.4988882,37.3281005,1
-121.8863286,37.3382082,3
-77.9805478,37.3426037,1
-108.5567,37.34923,1
-121.9552356,37.3541079,1
-89.6662063,37.3822732,1
-122.0838511,37.3860517,2
-122.0575434,37.387474,1
-5.9844589,37.3890924,3
-120.8504738,37.4040942,1
-122.1750657,37.4200507,3
-122.1686033,37.4226924,5
-78.6568942,37.4315734,7
-122.2363548,37.4852152,2
-120.8434283,37.4969293,2
15.0830304,37.5078772,2
13.0816305,37.5085148,1
-77.614517,37.518145,1
-77.4360481,37.5407246,5
-77.4534286,37.5489872,1
-122.3255254,37.5629917,2
126.9779692,37.566535,1
-83.5834219,37.6174486,1
-120.9968782,37.6390972,4
-83.6840804,37.680363,1
-97.330053,37.6871761,2
-89.2179628,37.7136372,4
-121.932387,37.729808,1
-122.4679536,37.7607369,2
-122.4290335,37.7636866,2
-122.4219175,37.76686,1
-122.4194155,37.7749295,28
-122.4166041,37.7767964,9
-122.1977163,37.7907934,1
-121.9157834,37.7962428,2
-122.2711137,37.8043637,7
-122.2913078,37.8271784,5
-84.2700179,37.8393332,1
-122.2533138,37.8573737,1
-122.272747,37.8715926,1
-122.0651819,37.9100783,5
-122.3688664,37.9526772,2
-121.2907796,37.9577016,2
-91.8318334,37.9642529,6
23.7275388,37.9838096,4
-1.1306544,37.9922399,1
-121.352595,38.004703,1
-78.4766781,38.0293059,2
-78.5079772,38.0335529,1
-84.478819,38.039328,1
-122.1835438,38.0462367,1
-78.8894682,38.0684692,2
-122.2566367,38.1040864,2
-92.6179621,38.1503113,2
-85.7584557,38.2526647,12
-104.6091409,38.2544472,2
-0.7125608,38.2699329,2
-122.286865,38.2975381,2
-87.4363548,38.3301607,1
-82.445154,38.4192496,6
-122.7140548,38.440429,2
-78.8689155,38.4495688,4
-86.4511837,38.5212512,1
-122.4394834,38.5698777,2
-90.2731783,38.5777672,2
-121.513553,38.580434,1
-121.4943996,38.5815719,12
-121.481278,38.590638,2
-80.4549026,38.5976262,6
-90.3143576,38.6142741,5
-90.1994042,38.6270025,10
-121.3512161,38.6597519,5
-90.6892929,38.713386,1
-77.7952712,38.7134516,1
-87.605462,38.759245,1
-77.5592125,38.7799353,1
-116.419389,38.8026097,5
-77.0469214,38.8048355,4
-77.0564937,38.8078374,2
-77.104304,38.809995,1
-90.8889788,38.8140693,1
-104.8213634,38.8338816,1
-120.8958242,38.8375215,1
-77.3063733,38.8462236,1
-77.7831609,38.8544497,5
-82.8619549,38.8590595,1
121.5427796,38.8780705,2
-77.1067698,38.8799697,6
-77.3008172,38.8809451,2
-94.8191285,38.8813958,3
-77.1710914,38.882334,1
-76.9158068,38.8851122,1
-3.714058,38.886471,1
-77.0249366,38.8955742,1
-77.0365298,38.8976763,2
-77.0351701,38.9006143,1
-77.0262906,38.9008973,1
-77.0368707,38.9071923,53
-75.5276699,38.9108325,2
-94.5672342,38.9277072,2
-77.216339,38.927775,4
-76.7346892,38.9312783,1
-76.3289941,38.9373391,1
-92.3340724,38.9517053,2
-78.8057968,38.9561313,1
-77.3860976,38.9695545,1
-77.4291298,39.0066993,1
-76.7791365,39.0067768,1
-98.4842465,39.011902,4
-94.2816148,39.0169509,1
-77.071424,39.027662,1
-76.5027395,39.0320554,2
-76.9074739,39.0348317,1
-76.6412712,39.0457549,24
-95.6890185,39.0558235,3
21.824312,39.074208,3
-121.8938583,39.0743383,1
-104.872758,39.0916586,1
-94.5785667,39.0997265,19
-84.5120196,39.1031182,7
-84.518528,39.1110619,1
-76.7267773,39.1137602,1
-77.0250233,39.1275396,1
-77.2013705,39.1434406,2
-76.6246886,39.1626084,2
-86.5263857,39.165325,3
